,SOX2_like,PAX6_like,NEUROD1_like,RBFOX3_like,SLC17A7_like,GAD1_like,GFAP_like,OLIG2_like,AIF1_like,PDGFRA_like,MKI67_like,STRESS_like,CELL_CYCLE_like,MATURATION_like
cell_03866,1.2582011,0.43080455,6.6981654,9.286193,0.11204148,0.11204148,0.10632852,0.096801974,0.089919895,0.7970773,0.084785804,0.8234478,0.084785804,8.55136
cell_03867,4.2860103,8.984853,1.5496264,2.4761946,0.002587019,0.002587019,0.002168054,0.001651763,0.0013725524,0.0033433477,2.526417,0.7269114,2.526417,0.81403446
cell_03868,1.004466,0.13124928,7.202805,9.6236105,0.12628318,0.12628318,0.122111075,0.11479147,0.1091999,0.8769633,0.2802756,0.8522938,0.2802756,10.694999
cell_03869,1.8528727,2.102849,5.2927837,8.028983,0.07423101,0.07423101,0.06740363,0.05724221,0.33807707,0.08421704,2.0822816,0.61697143,2.0822816,4.859754
cell_03870,2.724796,5.7437606,3.4167523,5.615707,0.18735282,0.028102923,0.02438507,0.019425157,0.016549634,0.03420845,0.68836266,0.61846316,0.68836266,2.281881
cell_03871,5.3129606,8.423546,0.98504996,1.4732621,0.0005989163,0.0005989163,0.0004974281,0.00037483667,0.00030964744,0.0007868466,1.8326353,0.630328,1.8326353,0.48608625
cell_03872,7.6815495,4.9796634,0.4232861,0.5407743,4.1357725e-05,4.1357725e-05,3.406321e-05,2.541244e-05,2.0882175e-05,5.5194214e-05,1.1664476,0.5066524,1.1664476,0.19699314
cell_03873,7.4289913,5.336923,0.45807117,0.59443223,5.291097e-05,5.291097e-05,4.3600645e-05,3.254713e-05,2.6753325e-05,7.054543e-05,0.2292755,0.56795716,0.2292755,0.21393542
cell_03874,0.22063325,2.714545e-07,7.9800286,9.995857,0.14938328,0.14938328,0.14924748,0.14898612,0.14876355,0.99695027,7.56972e-05,0.89783466,7.56972e-05,15.822532
cell_03875,2.3063443,3.9912894,4.245904,6.786836,0.04739973,0.04739973,0.04189775,0.22819513,0.02960114,0.05600996,1.2537144,0.59957945,1.2537144,3.224136
cell_03876,11.907731,1.3469957,0.14664191,0.15114906,1.5905385e-06,1.5905385e-06,1.3048717e-06,9.689801e-07,7.9431607e-07,2.1386236e-06,0.37402564,0.5079668,0.37402564,0.06638581
cell_03877,0.2653227,2.1435449e-06,7.968375,9.992797,0.149024,0.9934933,0.1488098,0.14839816,0.14804831,0.14927551,0.0030599409,0.6114161,0.0030599409,15.720382
cell_03878,11.078286,1.758082,0.17501579,0.18702088,2.7263256e-06,2.7263256e-06,2.2375552e-06,1.6623545e-06,1.3630371e-06,3.6630022e-06,0.11286152,0.66335607,0.11286152,0.079452954
cell_03879,2.249172,3.743513,4.370656,6.948799,0.050504316,0.050504316,0.29850274,0.036733273,0.03184699,0.05940146,0.18108219,0.7191149,0.18108219,3.3887217
cell_03880,0.6804481,0.010591622,7.6789913,9.879876,0.1402381,0.1402381,0.13826428,0.89738446,0.13163385,0.14262153,0.04308543,0.5274264,0.04308543,13.475385
cell_03881,0.30928555,1.0807726e-05,7.953688,9.988596,0.99047893,0.14857183,0.14825971,0.14766099,0.14715336,0.1489389,0.0008507589,0.8161716,0.0008507589,15.59309
cell_03882,0.69306016,0.01208424,7.6645417,9.873158,0.13980591,0.13980591,0.91835475,0.13395715,0.1308763,0.14228797,0.12386638,0.8302005,0.12386638,13.376221
cell_03883,1.8783686,2.2005496,5.231256,7.963294,0.07261826,0.07261826,0.06582683,0.37174466,0.049319763,0.08259355,2.324943,0.5852642,2.324943,4.7449284
cell_03884,0.24344566,8.308568e-07,7.974477,9.994435,0.99474704,0.14921206,0.14903885,0.14870568,0.14842226,0.14941534,0.00056844443,0.8193673,0.00056844443,15.773741
cell_03885,10.253603,2.287081,0.21137081,0.23472637,4.8532365e-06,4.8532365e-06,3.985192e-06,2.962513e-06,2.4298545e-06,6.514277e-06,0.23149343,0.64457077,0.23149343,0.09630312
cell_03886,0.23161885,4.7386328e-07,7.9774566,9.995207,0.14930393,0.14930393,0.9943386,0.1488561,0.14860529,0.1494836,0.0044549964,0.66924405,0.0044549964,15.799896
cell_03887,0.4014551,0.00013757205,7.911574,9.975093,0.14727913,0.14727913,0.9779432,0.14557043,0.14462627,0.14797308,0.047061417,0.8745553,0.047061417,15.236775
cell_03888,0.29205492,5.9655886e-06,7.9598403,9.990396,0.14876115,0.14876115,0.14848994,0.98646176,0.14752737,0.14907992,4.963779e-06,0.85676175,4.963779e-06,15.646216
cell_03889,4.33108,8.993675,1.5172126,2.418193,0.0024163893,0.0024163893,0.002023978,0.0015409843,0.001280045,0.0031258434,2.5769882,0.65004426,2.5769882,0.794065
cell_03890,6.7874436,6.2982507,0.56589794,0.76526636,0.00010265442,0.00010265442,8.472411e-05,6.3363346e-05,5.2134958e-05,0.00013646197,0.36315605,0.69524413,0.36315605,0.26722267
cell_03891,0.8450542,0.046176165,7.46372,9.772412,0.13385837,0.13385837,0.13079129,0.12525228,0.12087923,0.917578,0.35249007,0.61460954,0.35249007,12.102724
cell_03892,1.5241988,1.0158287,6.088618,8.797763,0.09538359,0.09538359,0.088686794,0.07810325,0.47251907,0.10463263,1.5565871,0.7061737,1.5565871,6.647489
cell_03893,1.4802853,0.8995285,6.192899,8.88748,0.09820001,0.09820001,0.09161154,0.5407244,0.07387383,0.10722738,0.14154032,0.77276313,0.14154032,6.9331117
cell_03894,0.2971346,7.1427526e-06,7.9580803,9.989886,0.14870699,0.14870699,0.9894937,0.14788102,0.14742026,0.14903958,0.013790754,0.53706706,0.013790754,15.630992
cell_03895,1.0045935,0.13134444,7.202577,9.623473,0.12627664,0.12627664,0.12210367,0.7652181,0.10919027,0.13153915,0.5306608,0.86793643,0.5306608,10.693874
cell_03896,3.4578648,8.021604,2.3299327,3.8527114,0.009414716,0.009414716,0.0079973405,0.0061967657,0.0051971953,0.011879356,0.71797776,0.7875496,0.71797776,1.3438004
cell_03897,2.4221134,4.491397,4.0013313,6.45839,0.041432627,0.041432627,0.24276891,0.029516703,0.025405366,0.049400397,2.7881367,0.53870106,2.7881367,2.920397
cell_03898,7.03518,5.9197726,0.52054363,0.69264024,7.895194e-05,7.895194e-05,6.5118475e-05,4.8662285e-05,4.0022416e-05,0.0001050849,0.002188632,0.8475956,0.002188632,0.24466567
cell_03899,5.5602913,8.1215315,0.890931,1.3099024,0.00043386917,0.00043386917,0.00035982978,0.00027067866,0.00022339764,0.0005715366,0.012294305,0.79747313,0.012294305,0.43524316
cell_03900,6.763269,6.3355002,0.5706067,0.77286524,0.00010536744,0.00010536744,8.696927e-05,6.5047796e-05,5.352323e-05,0.00014005025,0.084748596,0.6252507,0.084748596,0.2695766
cell_03901,0.4694194,0.0005576041,7.869953,9.96024,0.97338057,0.14600708,0.14515474,0.14353749,0.14218426,0.14701767,0.00018681047,0.7085732,0.00018681047,14.896782
cell_03902,0.71563345,0.0151632195,7.637823,9.860535,0.13900828,0.13900828,0.13681187,0.88508755,0.12948966,0.1416708,0.39744714,0.84405226,0.39744714,13.195695
cell_03903,1.4383931,0.79572994,6.2913203,8.969828,0.100869626,0.100869626,0.09440503,0.56008726,0.076792106,0.10966018,0.1106854,0.88725024,0.1106854,7.216322
cell_03904,2.6843412,5.583618,3.4901452,5.72587,0.029683676,0.029683676,0.17197809,0.020592352,0.017565198,0.03604082,0.57395345,0.61243093,0.57395345,2.356026
cell_03905,0.82772815,0.040427182,7.4890585,9.785832,0.13460289,0.13460289,0.13165562,0.1263174,0.8139243,0.13822523,0.0006891011,0.76022327,0.0006891011,12.253366
cell_03906,0.4645367,0.00050929654,7.8732553,9.961463,0.14610781,0.14610781,0.14527619,0.9579841,0.14237604,0.1470935,0.061499376,0.84409875,0.061499376,14.92333
cell_03907,0.3534454,4.1047493e-05,7.9354935,9.982989,0.14801265,0.986751,0.14758052,0.1467536,0.1460545,0.14852174,0.028848555,0.8952667,0.028848555,15.437592
cell_03908,1.3456023,0.5912165,6.5046563,9.140559,0.71132237,0.10669836,0.10057797,0.09055281,0.08344753,0.11488205,0.03503773,0.5282874,0.03503773,7.880658
cell_03909,0.4517466,0.00039901497,7.881674,9.964548,0.975765,0.14636475,0.1455862,0.1441067,0.14286648,0.14728682,0.086624764,0.7014488,0.086624764,14.991342
cell_03910,1.5522149,1.0939472,6.0215926,8.738758,0.09357959,0.62386394,0.086825244,0.07620887,0.06900164,0.10295538,0.016926963,0.8494663,0.016926963,6.471265
cell_03911,1.7982002,1.8988421,5.4252315,8.167319,0.07771358,0.07771358,0.472197,0.06048804,0.05378037,0.087690644,1.5489094,0.50126326,1.5489094,5.116772
cell_03912,0.3765062,7.5393706e-05,7.9245553,9.979445,0.9845133,0.14767699,0.14717343,0.14621118,0.14539911,0.14827088,0.026148042,0.6748941,0.026148042,15.345257
cell_03913,2.5584738,5.0693717,3.7278996,6.074217,0.23335335,0.035003003,0.030576264,0.024577243,0.021049364,0.042145938,0.046357993,0.7336795,0.046357993,2.6075923
cell_03914,2.4626942,4.665104,3.9182649,6.3435645,0.2629934,0.03944901,0.03460652,0.027977983,0.024043903,0.047176916,2.9001472,0.71059614,2.9001472,2.8225338
cell_03915,3.5440185,8.200221,2.2296524,3.6794014,0.008221719,0.008221719,0.0069713043,0.005389342,0.0045142625,0.010406874,1.8064826,0.79310906,1.8064826,1.2699798
cell_03916,1.506968,0.9692918,6.1296573,8.833373,0.09649055,0.09649055,0.089833625,0.07927743,0.4803034,0.105655916,0.00885358,0.5262088,0.00885358,6.7581897
cell_03917,1.3573123,0.61508054,6.4781404,9.119918,0.10597053,0.10597053,0.09980153,0.089720815,0.5506281,0.114236705,1.6334413,0.81416667,1.6334413,7.794047
cell_03918,0.85475713,0.049651604,7.449262,9.764669,0.13343428,0.88956183,0.13029988,0.124648646,0.12019551,0.13730066,0.22636232,0.6132682,0.22636232,12.01797
cell_03919,2.1444807,3.2924619,4.60536,7.2432704,0.3762128,0.05643192,0.050320074,0.041620076,0.036264155,0.065785624,2.5277064,0.82969177,2.5277064,3.71792
cell_03920,5.0206404,8.717195,1.11391,1.6995411,0.0008899824,0.0008899824,0.00074065157,0.0005594701,0.00046276694,0.0011649359,0.100760244,0.6677952,0.100760244,0.5573866
cell_03921,0.37438837,7.145652e-05,7.9256015,9.97979,0.98472726,0.14770909,0.14721234,0.14626299,0.14546165,0.14829488,0.026971726,0.51716745,0.026971726,15.354055
cell_03922,3.0068805,6.7718544,2.9455168,4.880049,0.018803507,0.018803507,0.016160004,0.012711028,0.010750947,0.02325716,0.0054314053,0.8855659,0.0054314053,1.8410819
cell_03923,0.29913297,7.658341e-06,7.957376,9.989681,0.9912354,0.1486853,0.14839768,0.14784569,0.1473774,0.14902343,0.015131602,0.81221974,0.015131602,15.624902
cell_03924,5.235662,8.508713,1.0171374,1.5293558,0.00066398276,0.00066398276,0.0005517419,0.0004160136,0.00034377252,0.0008715312,0.06643206,0.6391264,0.06643206,0.5036556
cell_03925,1.2772083,0.4630479,6.65679,9.2557955,0.11089416,0.73929435,0.105086125,0.09543865,0.0884983,0.11856535,0.105167225,0.60801095,0.105167225,8.40196
cell_03926,1.4027663,0.7130426,6.3740606,9.037306,0.6874873,0.1031231,0.096779436,0.086508475,0.07931768,0.1116936,1.7098894,0.7355855,1.7098894,7.4654016
cell_03927,0.4361868,0.0002924732,7.8914666,9.968076,0.14666392,0.9777594,0.14594744,0.14458424,0.14343975,0.14751162,0.014912528,0.89491785,0.014912528,15.071053
cell_03928,6.886074,6.1467767,0.54722273,0.73523515,9.2370894e-05,9.2370894e-05,7.621593e-05,5.6981702e-05,4.6876157e-05,0.0001228551,1.4606268,0.61606675,1.4606268,0.25790912
cell_03929,0.31510732,1.3076938e-05,7.9514914,9.98794,0.14850427,0.14850427,0.14817758,0.14755109,0.1470201,0.99259025,0.0023301286,0.87930846,0.0023301286,15.574188
cell_03930,1.4321746,0.7809252,6.30583,8.981776,0.10126417,0.10126417,0.6321311,0.08444707,0.07723012,0.11001754,1.5592283,0.6321548,1.5592283,7.259255
cell_03931,1.1508136,0.2754115,6.923395,9.444496,0.118337914,0.118337914,0.11322252,0.104503736,0.65369105,0.12494624,0.087759025,0.7816391,0.087759025,9.428884
cell_03932,1.559307,1.1141982,6.0045724,8.723608,0.6208149,0.09312224,0.08635475,0.07573231,0.068531126,0.10252827,1.5973505,0.65269375,1.5973505,6.427391
cell_03933,10.389618,2.1904275,0.20469598,0.22583328,4.399381e-06,4.399381e-06,3.6121737e-06,2.6849214e-06,2.2020467e-06,5.9061495e-06,0.20180626,0.5340209,0.20180626,0.0932003
cell_03934,1.6430331,1.367314,5.8024015,8.538458,0.08771123,0.58474153,0.080831826,0.07020439,0.06311576,0.09741686,0.9933024,0.8744757,0.9933024,5.931654
cell_03935,4.1816587,8.949146,1.6280749,2.616512,0.003033412,0.003033412,0.0025454597,0.0019424073,0.0016154689,0.003911077,0.05631043,0.5655712,0.05631043,0.8629831
cell_03936,3.0469892,6.903767,2.884141,4.780786,0.01771593,0.01771593,0.015206976,0.011942623,0.010092028,0.02195662,1.6190552,0.8778766,1.6190552,1.7877948
cell_03937,0.8944916,0.06594797,7.388077,9.731225,0.13164535,0.13164535,0.12823415,0.1221264,0.1173517,0.90584415,0.5672408,0.5413227,0.5672408,11.668617
cell_03938,1.6390522,1.354709,5.8120546,8.547516,0.08796872,0.58645815,0.08109286,0.070462964,0.063367344,0.09766253,0.267133,0.606779,0.267133,5.9543085
cell_03939,8.265034,4.2146487,0.35563543,0.4388182,2.4076693e-05,2.4076693e-05,1.981088e-05,1.476266e-05,1.2123623e-05,3.2191067e-05,0.01969874,0.8683694,0.01969874,0.164383
cell_03940,8.9597435,3.4237316,0.29303512,0.34773582,1.3235559e-05,1.3235559e-05,1.088082e-05,8.0996115e-06,6.6480247e-06,1.772634e-05,0.12605229,0.76341635,0.12605229,0.13460016
cell_03941,5.710325,7.920457,0.83957934,1.2216269,0.000358787,0.000358787,0.00029732843,0.00022345294,0.00018432947,0.00047331708,1.6493028,0.5757934,1.6493028,0.40792963
cell_03942,5.5921626,8.079803,0.87968093,1.2905072,0.00041656112,0.00041656112,0.0003454162,0.00025978262,0.00021438145,0.0005489114,1.9660717,0.7368373,1.9660717,0.42923388
cell_03943,1.0530636,0.17116906,7.113925,9.568767,0.1237383,0.1237383,0.1192405,0.74282324,0.10551456,0.1294546,0.45580927,0.5721565,0.45580927,10.2681465
cell_03944,5.892314,7.6629643,0.7824397,1.1242303,0.0002864881,0.0002864881,0.00023720946,0.00017808695,0.000146826,0.00037854756,0.0018209671,0.8497768,0.0018209671,0.3778841
cell_03945,0.3527587,4.027687e-05,7.935804,9.9830885,0.14802217,0.14802217,0.1475921,0.14676903,0.14607316,0.99019235,0.025391575,0.51993144,0.025391575,15.440224
cell_03946,5.185488,8.5612755,1.0387026,1.5671554,0.0007103899,0.0007103899,0.00059050135,0.00044541803,0.00036814998,0.0009318694,2.1745002,0.7119111,2.1745002,0.51553196
cell_03947,8.3343115,4.1298304,0.3486111,0.42843103,2.2633867e-05,2.2633867e-05,1.8621817e-05,1.3874945e-05,1.1393891e-05,3.0267758e-05,0.9568601,0.5253892,0.9568601,0.16102241
cell_03948,0.36128888,5.078542e-05,7.9318857,9.981833,0.14790191,0.14790191,0.9829744,0.14657445,0.14583792,0.148439,0.0318522,0.7780091,0.0318522,15.407044
cell_03949,3.6825166,8.447,2.0788372,3.4162319,0.006609026,0.006609026,0.005588871,0.0043060263,0.003600122,0.0084050065,0.28766116,0.8743189,0.28766116,1.1623498
cell_03950,2.1884995,3.4814107,4.5057316,7.119906,0.053903367,0.35935578,0.04794662,0.039517995,0.034358453,0.063077055,2.7364516,0.8324266,2.7364516,3.5749214
cell_03951,0.25892964,1.6433465e-06,7.9702387,9.993305,0.14908142,0.14908142,0.9925316,0.14849201,0.1481624,0.14931822,0.00027567774,0.6486911,0.00027567774,15.73665
cell_03952,0.27456418,3.1006293e-06,7.965561,9.992019,0.9929154,0.14893731,0.14870429,0.14825659,0.14787628,0.14921102,0.007964861,0.59476197,0.007964861,15.6958685
cell_03953,0.6874536,0.011401605,7.6710076,9.876174,0.9333282,0.13999923,0.13798173,0.13424782,0.1312146,0.14243725,0.14665702,0.548411,0.14665702,13.420459
cell_03954,9.107979,3.2719967,0.2816718,0.33158594,1.1717134e-05,1.1717134e-05,9.630984e-06,7.1678764e-06,5.882687e-06,1.5697547e-05,0.800785,0.8494496,0.800785,0.12923385
cell_03955,1.1180054,0.23666199,6.989003,9.488302,0.8012626,0.1201894,0.11527462,0.10684226,0.10055859,0.12650323,0.87555516,0.53244364,0.87555516,9.706969
cell_03956,0.22960265,4.2895354e-07,7.9779425,9.995331,0.14931892,0.14931892,0.14916906,0.14888066,0.14863518,0.9966316,9.8967044e-05,0.75153166,9.8967044e-05,15.80417
cell_03957,0.27178112,2.7793976e-06,7.9664235,9.992259,0.14896387,0.14896387,0.14873663,0.9886664,0.14792897,0.1492308,0.0074782264,0.646907,0.0074782264,15.703375
cell_03958,7.8530083,4.745737,0.4016997,0.5078809,3.5139805e-05,3.5139805e-05,2.8932987e-05,2.1577145e-05,1.7727176e-05,4.6923724e-05,0.29286548,0.8983113,0.29286548,0.18653926
cell_03959,2.462156,4.662809,3.919357,6.345085,0.039474927,0.2631662,0.034630112,0.027998,0.024061589,0.04720605,0.56747514,0.7035293,0.56747514,2.823804
cell_03960,3.396548,7.882624,2.4044802,3.9805903,0.010364234,0.010364234,0.008815914,0.006842892,0.0057446314,0.013046556,1.690273,0.7195164,1.690273,1.3998936
cell_03961,7.1420097,5.759,0.5025049,0.66405475,7.0686176e-05,7.0686176e-05,5.8285666e-05,4.3542594e-05,3.5805842e-05,9.412991e-05,0.5809758,0.8671555,0.5809758,0.23575212
cell_03962,0.74506295,0.02005816,7.6013446,9.842894,0.9194834,0.13792251,0.13553432,0.13115127,0.1276256,0.1408274,0.21042116,0.88785475,0.21042116,12.955006
cell_03963,4.012896,8.843394,1.7657038,2.8621886,0.003936562,0.003936562,0.0033109707,0.0025338025,0.0021106033,0.0050545577,1.1245489,0.7334546,1.1245489,0.9510326
cell_03964,3.0205636,6.817287,2.924425,4.8460226,0.018426245,0.018426245,0.0158292,0.012444082,0.010521925,0.022806512,0.04195258,0.8184728,0.04195258,1.8226696
cell_03965,8.360106,4.098584,0.34604424,0.42464536,2.2121792e-05,2.2121792e-05,1.8199846e-05,1.35599485e-05,1.1134969e-05,2.958504e-05,0.034916375,0.7539067,0.034916375,0.15979557
cell_03966,1.6372801,1.349116,5.816351,8.55154,0.08808334,0.08808334,0.0812091,0.47052133,0.06347952,0.09777181,1.9752153,0.6709602,1.9752153,5.964422
cell_03967,6.374051,6.9375067,0.65428984,0.9095864,0.00016230452,0.00016230452,0.0001341299,0.00010046886,8.273277e-05,0.00021522869,1.017126,0.52292615,1.017126,0.31179413
cell_03968,2.130901,3.2344625,4.636357,7.2811604,0.057221945,0.057221945,0.051064212,0.042282358,0.036866363,0.44418246,0.8086454,0.7870976,0.8086454,3.763437
cell_03969,6.7634816,6.335173,0.5705651,0.77279806,0.000105343264,0.000105343264,8.694926e-05,6.5032786e-05,5.3510856e-05,0.00014001828,1.3166949,0.7801051,1.3166949,0.2695558
cell_03970,0.26434693,2.059509e-06,7.9686637,9.992876,0.14903289,0.9935526,0.14882064,0.1484127,0.14806598,0.14928213,0.0075118234,0.5466809,0.0075118234,15.722901
cell_03971,6.7192497,6.4034286,0.579318,0.78695136,0.00011051725,0.00011051725,9.123153e-05,6.824611e-05,5.6159395e-05,0.00014685979,1.513892,0.59202754,1.513892,0.2739375
cell_03972,1.4878886,0.9191206,6.174919,8.872191,0.09771354,0.6514236,0.09110473,0.08058529,0.07335039,0.10678127,1.7801975,0.79285127,1.7801975,6.8828344
cell_03973,5.457481,8.252045,0.9285458,1.3749634,0.000495393,0.000495393,0.0004110905,0.00030945303,0.0002554928,0.00065188645,1.0733308,0.5598848,1.0733308,0.45544013
cell_03974,8.841526,3.5489867,0.3025546,0.3613608,1.46068905e-05,1.46068905e-05,1.2009803e-05,8.941449e-06,7.3396027e-06,1.9557912e-05,0.054194234,0.77637404,0.054194234,0.13910513
cell_03975,5.342385,8.38987,0.9731857,1.4525696,0.0005760321,0.0005760321,0.00047833435,0.00036036913,0.00029766108,0.0007570376,2.1159487,0.78719085,2.1159487,0.47962064
cell_03976,9.638931,2.7756717,0.24561252,0.28121108,7.689543e-06,7.689543e-06,6.31725e-06,4.6987925e-06,3.8550947e-06,1.0311795e-05,0.59403956,0.6413375,0.59403956,0.11228525
cell_03977,6.8710513,6.16979,0.5500127,0.7397107,9.3859584e-05,9.3859584e-05,7.7447425e-05,5.790522e-05,4.763711e-05,0.00012482546,0.0997784,0.60327274,0.0997784,0.25929824
cell_03978,1.6669073,1.4440547,5.744452,8.483618,0.08616724,0.08616724,0.07927034,0.06866307,0.41079694,0.09593868,0.66667795,0.64921576,0.66667795,5.797676
cell_03979,0.8848338,0.061668843,7.4032383,9.739613,0.13208778,0.13208778,0.12874395,0.122746594,0.11804901,0.9081986,0.08551129,0.64367867,0.08551129,11.75381
cell_03980,8.461677,3.9773242,0.33618554,0.41015604,2.022884e-05,2.022884e-05,1.6640148e-05,1.2395818e-05,1.0178138e-05,2.706071e-05,0.17061,0.7428079,0.17061,0.15508941
cell_03981,2.0561435,2.918437,4.80906,7.488002,0.061649207,0.061649207,0.0552576,0.04604409,0.04030352,0.4753618,0.011258213,0.7975393,0.011258213,4.0264535
cell_03982,1.1734153,0.30442306,6.877281,9.413078,0.11704143,0.7802762,0.11179236,0.102886625,0.09633116,0.12384886,0.65759426,0.84470105,0.65759426,9.23981
cell_03983,4.702075,8.931146,1.2805214,1.9952083,0.0013963782,0.0013963782,0.0011651405,0.0008829413,0.0007315791,0.0018189775,0.22728227,0.5119969,0.22728227,0.65259606
cell_03984,2.7090364,5.681704,3.4451683,5.658505,0.19140822,0.028711231,0.024927834,0.019873414,0.016939392,0.034914576,1.9329079,0.7906206,1.9329079,2.3103998
cell_03985,9.003084,3.3787577,0.28964838,0.34290937,1.2769743e-05,1.2769743e-05,1.0497372e-05,7.813732e-06,6.4131896e-06,1.7104043e-05,0.3088823,0.6256744,0.3088823,0.13299951
cell_03986,4.974786,8.755561,1.1360856,1.7387247,0.0009484526,0.0009484526,0.00078958506,0.0005966847,0.0004936601,0.001240677,1.9768715,0.8354568,1.9768715,0.56985897
cell_03987,1.855019,2.1110134,5.2875977,8.023481,0.07409494,0.4939663,0.06727036,0.057116758,0.050593432,0.08408043,0.72983086,0.5302868,0.72983086,4.8499665
cell_03988,0.22835313,4.0304633e-07,7.9782405,9.995407,0.14932811,0.9955208,0.14918026,0.14889571,0.1486535,0.14950156,0.0008250477,0.72046983,0.0008250477,15.806791
cell_03989,0.2230959,3.085434e-07,7.9794683,9.995717,0.14936598,0.14936598,0.14922641,0.14895777,0.14872906,0.9968647,0.0031431203,0.7194694,0.0031431203,15.8175955
cell_03990,0.23845372,6.585252e-07,7.9757614,9.99477,0.9950111,0.14925167,0.1490871,0.14877051,0.14850113,0.14944477,0.0021727574,0.63060457,0.0021727574,15.785008
cell_03991,2.2090468,3.570006,4.4596877,7.0620775,0.052740715,0.052740715,0.046859436,0.25706846,0.03349304,0.061824255,1.5506738,0.8881226,1.5506738,3.5104828
cell_03992,8.690106,3.7149854,0.3153805,0.3798512,1.6604046e-05,1.6604046e-05,1.3654358e-05,1.0168033e-05,8.347387e-06,2.222427e-05,0.9082505,0.54276925,0.9082505,0.14518838
cell_03993,3.2890966,7.6152673,2.541767,4.213781,0.01225174,0.01225174,0.01044799,0.008136115,0.0068427003,0.015354972,0.004967521,0.5545589,0.004967521,1.5060164
cell_03994,4.6369143,8.958171,1.3184907,2.0629127,0.0015347986,0.0015347986,0.0012814165,0.0009717752,0.0008055047,0.0019970743,2.116904,0.75770384,2.116904,0.6747879
cell_03995,11.340726,1.6161643,0.16527112,0.17455667,2.2893446e-06,2.2893446e-06,1.8786588e-06,1.3954942e-06,1.144131e-06,3.0766937e-06,0.45876348,0.7057197,0.45876348,0.074956946
cell_03996,8.198672,4.297123,0.3625475,0.44907787,2.5556896e-05,2.5556896e-05,2.1030906e-05,1.5673633e-05,1.2872534e-05,3.41637e-05,1.054837,0.60578686,1.054837,0.16769451
cell_03997,1.9584217,2.5166676,5.0394454,7.752685,0.06761242,0.06761242,0.0609706,0.0512532,0.045111414,0.51663184,2.4923162,0.6217087,2.4923162,4.4042115
cell_03998,3.0840905,7.0223384,2.8285747,4.690271,0.016758578,0.016758578,0.014369632,0.011269152,0.009515329,0.020808222,0.84582686,0.56280935,0.84582686,1.740307
cell_03999,5.8327684,7.7486186,0.8005487,1.1549965,0.00030817807,0.00030817807,0.00025523812,0.00019168481,0.00015806426,0.0004070002,0.9074253,0.8471057,0.9074253,0.38736713
cell_04000,0.68420804,0.011020511,7.67472,9.877898,0.14011027,0.14011027,0.13811305,0.134415,0.13140933,0.9501529,0.09267592,0.7278075,0.09267592,13.445954
cell_04001,2.876126,6.3160653,3.155219,5.2133384,0.022745537,0.022745537,0.019630043,0.10350432,0.013172843,0.027935784,1.2219834,0.5979338,1.2219834,2.0300574
cell_04002,0.39749825,0.00012550385,7.9137135,9.975821,0.14734466,0.14734466,0.14677082,0.14567582,0.14475328,0.9868144,0.053279474,0.6573683,0.053279474,15.254574
cell_04003,4.576791,8.977414,1.3548142,2.127758,0.0016758322,0.0016758322,0.0013999832,0.0010624491,0.00088100194,0.002178269,2.4780188,0.862674,2.4780188,0.69619405
cell_04004,1.3928231,0.69088936,6.396978,9.055714,0.6916588,0.10374882,0.097441435,0.08720864,0.0800294,0.11225496,0.48603383,0.85473645,0.48603383,7.53626
cell_04005,5.7451143,7.872272,0.8282367,1.2022202,0.00034352293,0.00034352293,0.0002846302,0.00021386566,0.00017640152,0.00045332543,1.6257645,0.52764267,1.6257645,0.40193653
cell_04006,1.6548398,1.4050206,5.7737546,8.511447,0.0869476,0.5796507,0.08005875,0.06944014,0.062373135,0.09668687,0.34336835,0.7616401,0.34336835,5.864994
cell_04007,6.521084,6.7101426,0.6208439,0.85457724,0.00013749064,0.00013749064,0.00011356734,8.501644e-05,6.998645e-05,0.00018249302,1.5847585,0.56118846,1.5847585,0.2948333
cell_04008,6.28768,7.0704055,0.6750754,0.9440001,0.00017920515,0.00017920515,0.00014814238,0.00011100567,9.1427224e-05,0.00023750277,0.14071321,0.5843533,0.14071321,0.32239413
cell_04009,1.0366695,0.15687023,7.144364,9.587777,0.8307196,0.124607936,0.1202189,0.11256645,0.10676122,0.13017124,0.1102092,0.84568304,0.1102092,10.411623
cell_04010,4.1777067,8.947362,1.6311423,2.6219957,0.00305185,0.00305185,0.0025610626,0.001954437,0.0016255295,0.0039344886,0.8352633,0.85807616,0.8352633,0.864915
cell_04011,6.0221105,7.472359,0.7448205,1.0606383,0.00024487713,0.00024487713,0.00020264159,0.00015203193,0.0001252998,0.00032390698,0.10625487,0.53307676,0.10625487,0.35829908
cell_04012,0.29107732,5.7595325e-06,7.960174,9.990492,0.14877142,0.14877142,0.14850244,0.14798601,0.14754769,0.99391705,0.013383267,0.8495693,0.013383267,15.649105
cell_04013,10.103619,2.3983142,0.21908541,0.24507555,5.4162388e-06,5.4162388e-06,4.44798e-06,3.3069632e-06,2.7125536e-06,7.2684584e-06,0.66247916,0.7913974,0.66247916,0.09989439
cell_04014,1.2514641,0.4197248,6.712729,9.296796,0.11244599,0.11244599,0.10676754,0.0972855,0.09042539,0.7994115,0.39812723,0.81028414,0.39812723,8.604769
cell_04015,1.3389039,0.5778187,6.5197663,9.152247,0.7140903,0.10711354,0.10102162,0.091029435,0.08393726,0.115249336,1.452292,0.81672615,1.452292,7.9305553
