,Spatial_X,Spatial_Y
cell_02338,0.44759843,0.6803376
cell_02339,0.44448665,0.009952749
cell_02340,0.5068633,0.22978185
cell_02341,0.464506,0.027167898
cell_02342,0.5161137,1.1216087
cell_02343,0.02798895,0.36163175
cell_02344,0.054426897,1.1122875
cell_02345,0.37114397,0.04808029
cell_02346,0.8849416,1.5045389
cell_02347,0.7908323,1.0616899
cell_02348,0.110153645,0.08548407
cell_02349,0.49483097,0.029579313
cell_02350,0.60458726,0.039707135
cell_02351,0.48118925,1.0753776
cell_02352,0.6975666,0.28553572
cell_02353,0.99726313,0.9797293
cell_02354,0.09647413,0.5118493
cell_02355,0.51553404,1.182579
cell_02356,0.5123715,1.0163071
cell_02357,0.5623788,0.9585586
cell_02358,0.16696745,1.1177729
cell_02359,0.6383578,0.20508713
cell_02360,0.044340923,1.2061491
cell_02361,0.7411235,0.12194624
cell_02362,0.66315955,1.1180319
cell_02363,0.33042368,1.2901654
cell_02364,0.98898935,0.7967226
cell_02365,0.8287784,0.82133013
cell_02366,0.53953564,0.33502883
cell_02367,0.9905104,0.6050847
cell_02368,0.83009064,0.99411607
cell_02369,0.13797729,0.79332185
cell_02370,0.5910606,0.49849522
cell_02371,0.58085763,0.3521722
cell_02372,0.65294516,0.31008768
cell_02373,0.9407566,0.3316341
cell_02374,0.4920319,0.68338025
cell_02375,0.07738146,0.22410496
cell_02376,0.47933137,1.0072654
cell_02377,0.7877944,0.7798926
cell_02378,0.35860878,0.13834867
cell_02379,0.027104907,1.4235064
cell_02380,0.30324322,1.3876545
cell_02381,0.68214995,0.20092322
cell_02382,0.08600943,0.20465726
cell_02383,0.37596482,-0.034371227
cell_02384,0.13313083,0.024329623
cell_02385,0.4759286,0.9733871
cell_02386,0.1415135,1.3154638
cell_02387,0.109036975,0.069981486
cell_02388,0.6977988,0.9136216
cell_02389,0.15800159,0.04529535
cell_02390,0.1547958,0.6882092
cell_02391,0.59251916,1.2083427
cell_02392,0.043593813,0.76919144
cell_02393,0.032992627,0.066357955
cell_02394,0.43144625,1.1685208
cell_02395,0.3650955,1.7549269
cell_02396,0.5446194,0.2301367
cell_02397,0.9934846,0.22475846
cell_02398,0.4347065,0.188954
cell_02399,0.5760584,0.69356924
cell_02400,0.91924363,1.2694113
cell_02401,0.4831791,1.1499553
cell_02402,0.78112054,1.0415161
cell_02403,0.5486525,1.5624307
cell_02404,0.63720727,0.9281692
cell_02405,0.93250245,0.30571106
cell_02406,0.00070376834,0.8498126
cell_02407,0.9009399,0.3355731
cell_02408,0.49769202,0.332503
cell_02409,0.6067644,1.4708214
cell_02410,0.45005798,0.89825064
cell_02411,0.26091862,1.6840272
cell_02412,0.06600719,0.6189857
cell_02413,0.9451257,1.113588
cell_02414,0.6238762,0.6729447
cell_02415,0.8734707,0.14790888
cell_02416,0.2908083,0.2656347
cell_02417,0.27799895,0.60397685
cell_02418,0.33578444,0.021790536
cell_02419,0.23103823,1.2344601
cell_02420,0.4979707,0.16399309
cell_02421,0.93624157,0.1418581
cell_02422,0.8760627,1.3301862
cell_02423,0.49510047,0.090516314
cell_02424,0.34876245,1.0254247
cell_02425,0.6116878,1.3530041
cell_02426,0.61225814,0.09145263
cell_02427,0.6837641,0.8241011
cell_02428,0.5356,1.025463
cell_02429,0.02675526,0.9995737
cell_02430,0.07604652,0.99154216
cell_02431,0.97377497,1.411855
cell_02432,0.7462353,0.83764255
cell_02433,0.9482469,0.3907514
cell_02434,0.3395256,1.1368016
cell_02435,0.5349494,1.380613
cell_02436,0.32195193,0.943135
cell_02437,0.90893507,1.1712644
cell_02438,0.28773338,1.1404595
cell_02439,0.6938113,1.2312857
cell_02440,0.17505558,1.4753832
cell_02441,0.105251454,0.21861997
cell_02442,0.15563457,0.20665735
cell_02443,0.52945524,0.9501905
cell_02444,0.844541,0.9052429
cell_02445,0.99927974,0.73230135
cell_02446,0.62268305,0.069289185
cell_02447,0.53360355,0.90430975
cell_02448,0.7868826,1.0106512
cell_02449,0.0637442,1.0077626
cell_02450,0.8093972,1.428141
cell_02451,0.7583795,1.4684843
cell_02452,0.52954155,1.1300596
cell_02453,0.022986976,1.2916719
cell_02454,0.20219699,1.0875286
cell_02455,0.3697126,0.7055501
cell_02456,0.94122225,0.92388797
cell_02457,0.6384888,0.14958526
cell_02458,0.5100926,0.32243344
cell_02459,0.48842642,0.68058926
cell_02460,0.7799757,1.0199754
cell_02461,0.32363024,1.4914434
cell_02462,0.0945248,0.099821165
cell_02463,0.6770433,1.2360233
cell_02464,0.329016,0.3086383
cell_02465,0.32559285,1.0984067
cell_02466,0.45471522,1.0487579
cell_02467,0.24273401,1.0145566
cell_02468,0.9217025,0.90221846
cell_02469,0.84697044,0.4138966
cell_02470,0.99108833,0.928809
cell_02471,0.96454877,1.6786281
cell_02472,0.31445533,0.8986418
cell_02473,0.38059795,0.7023982
cell_02474,0.698258,0.5659436
cell_02475,0.015845902,0.18647663
cell_02476,0.9938889,0.21240893
cell_02477,0.010843082,0.20751074
cell_02478,0.5314859,0.44947597
cell_02479,0.66870034,1.2989578
cell_02480,0.9141463,0.67727727
cell_02481,0.6441363,0.26942623
cell_02482,0.59696877,0.115969315
cell_02483,0.3003593,0.3644642
cell_02484,0.5909214,1.0121347
cell_02485,0.7497015,0.6313099
cell_02486,0.5155917,0.8300727
cell_02487,0.7796353,1.3034056
cell_02488,0.06961305,0.07231262
cell_02489,0.33537745,0.73793703
cell_02490,0.95981395,1.569018
cell_02491,0.32344443,0.41655862
cell_02492,0.6218553,0.11730887
cell_02493,0.51988477,1.0996835
cell_02494,0.936624,1.0574043
cell_02495,0.16277188,1.008154
cell_02496,0.2993881,0.8312447
cell_02497,0.8623773,0.23315968
cell_02498,0.66620255,1.2035252
cell_02499,0.54304934,0.5787167
cell_02500,0.39490038,0.0947288
cell_02501,0.41131544,1.4162112
cell_02502,0.9349227,1.1260406
cell_02503,0.6710756,1.1345254
cell_02504,0.92909837,0.42420048
cell_02505,0.9721861,0.06770426
cell_02506,0.547008,1.5949494
cell_02507,0.609889,1.3416252
cell_02508,0.6563649,0.8253885
cell_02509,0.839169,1.3100221
cell_02510,0.6590717,0.65008575
cell_02511,0.114647426,0.47372705
cell_02512,0.94243014,0.0516304
cell_02513,0.6609343,0.16434932
cell_02514,0.8699173,0.28312844
cell_02515,0.42473775,1.0339245
cell_02516,0.47471637,0.23509113
cell_02517,0.68885636,0.25517082
cell_02518,0.77640396,0.64763284
cell_02519,0.07845871,0.18250899
cell_02520,0.40734282,0.22045794
cell_02521,0.7698564,1.301068
cell_02522,0.99223596,0.79931253
cell_02523,0.011642451,0.97047925
cell_02524,0.26480824,1.2259698
cell_02525,0.46484858,0.12102337
cell_02526,0.2229417,1.4200486
cell_02527,0.026922198,1.4784008
cell_02528,0.53954303,0.9441831
cell_02529,0.6493986,1.3031328
cell_02530,0.41606206,1.0407519
cell_02531,0.36987808,1.2773148
cell_02532,0.98561054,0.97280157
cell_02533,0.4775285,0.028869884
cell_02534,0.7980695,1.1151035
cell_02535,0.28717417,1.0500909
cell_02536,0.8301883,1.4138052
cell_02537,0.8236997,0.615049
cell_02538,0.26770213,0.036169525
cell_02539,0.65585494,0.56528944
cell_02540,0.682015,1.1281053
cell_02541,0.44261554,0.44046184
cell_02542,0.77378005,0.39163938
cell_02543,0.30688527,0.24268888
cell_02544,0.48427182,0.7101987
cell_02545,0.9901517,0.90666306
cell_02546,0.17867567,1.0903846
cell_02547,0.14778273,0.16655307
cell_02548,0.14219868,0.40911877
cell_02549,0.9981093,0.32925242
cell_02550,0.15991327,0.6597489
cell_02551,0.19023924,0.67061377
cell_02552,0.6947866,1.4052199
cell_02553,0.7594966,1.236568
cell_02554,0.5270613,0.33557934
cell_02555,0.9826691,1.2178562
cell_02556,0.03890888,0.06179773
cell_02557,0.6208209,0.3159038
cell_02558,0.60646933,1.1744941
cell_02559,0.32124478,0.05527287
cell_02560,0.89944047,1.0965921
cell_02561,0.5528817,1.0237108
cell_02562,0.24634027,1.1732079
cell_02563,0.088358514,0.75447917
cell_02564,0.1071189,0.86068463
cell_02565,0.8973293,1.0339866
cell_02566,0.25030875,0.02547006
cell_02567,0.9070053,0.10988566
cell_02568,0.12011791,1.3261924
cell_02569,0.98393524,1.4747827
cell_02570,0.83334905,-0.10397716
cell_02571,0.116228744,0.8043205
cell_02572,0.0860565,1.5046898
cell_02573,0.8034372,0.9831053
cell_02574,0.07806625,1.1613928
cell_02575,0.26218098,0.8713886
cell_02576,0.8012498,1.1779982
cell_02577,0.90758,1.5122216
cell_02578,0.76765203,0.17457578
cell_02579,0.8898928,1.3744922
cell_02580,0.5598883,0.0406525
cell_02581,0.7796112,0.9742673
cell_02582,0.34418634,0.23304565
cell_02583,0.78521407,0.2515295
cell_02584,0.6797409,0.04279614
cell_02585,0.57483006,0.98891795
cell_02586,0.99230134,0.41070977
cell_02587,0.46977952,0.20827189
cell_02588,0.61924726,0.5657107
cell_02589,0.5099057,0.567012
cell_02590,0.26051134,1.124436
cell_02591,0.33036548,1.1617335
cell_02592,0.97878575,1.0895888
cell_02593,0.39211047,0.15148526
cell_02594,0.6794063,0.42433688
cell_02595,0.56709725,1.1025064
cell_02596,0.88980526,0.047417868
cell_02597,0.7576901,0.5566818
cell_02598,0.0806514,1.712153
cell_02599,0.35544187,1.0700175
cell_02600,0.7119135,0.74866664
cell_02601,0.1613568,1.2285312
cell_02602,0.5034392,1.1192995
cell_02603,0.31776905,1.1479594
cell_02604,0.06475423,0.016449563
cell_02605,0.99714607,0.1415072
cell_02606,0.9293646,1.2265173
cell_02607,0.74752617,0.24589744
cell_02608,0.20102583,0.75884277
cell_02609,0.98852617,0.46050295
cell_02610,0.63079226,1.667204
cell_02611,0.9660754,1.6364617
cell_02612,0.042578906,0.8667708
cell_02613,0.17347072,1.2420738
cell_02614,0.67724687,0.2916397
cell_02615,0.9071797,0.8756522
cell_02616,0.17578222,0.18184683
cell_02617,0.31709823,1.0685264
cell_02618,0.5881773,1.6698905
cell_02619,0.999661,1.5874987
cell_02620,0.7996651,1.376063
cell_02621,0.92356277,1.2415789
cell_02622,0.6750125,0.26729193
cell_02623,0.87737125,1.192405
cell_02624,0.50704503,0.6871953
cell_02625,0.124158636,0.8804778
cell_02626,0.7095574,0.9137504
cell_02627,0.60147494,0.3874159
cell_02628,0.48535007,0.3217278
cell_02629,0.27499092,0.30683574
cell_02630,0.784203,0.09094924
cell_02631,0.8204101,0.5382877
cell_02632,0.36418563,1.3304497
cell_02633,0.92776656,1.3264079
cell_02634,0.3697417,0.55605733
cell_02635,0.1075625,0.712533
cell_02636,0.16652837,0.77611667
cell_02637,0.49451548,0.24382786
cell_02638,0.079863,0.95422274
cell_02639,0.7184125,0.34761962
cell_02640,0.79509586,1.0368922
cell_02641,0.54946834,1.3324426
cell_02642,0.89334846,0.6817145
cell_02643,0.95428646,1.0026354
cell_02644,0.44758108,0.37863922
cell_02645,0.08912717,1.5152968
cell_02646,0.23126411,0.9549443
cell_02647,0.657616,1.4079903
cell_02648,0.40578437,1.0477726
cell_02649,0.6850094,1.4833679
cell_02650,0.6667352,1.5612222
cell_02651,0.60536814,1.0545965
cell_02652,0.15783256,1.3167772
cell_02653,0.2859153,1.2665465
cell_02654,0.37786162,0.70140016
cell_02655,0.824418,1.1139742
cell_02656,0.68222284,0.52062696
cell_02657,0.64493424,0.6904058
cell_02658,0.6721373,0.06993751
cell_02659,0.5032021,0.2983219
cell_02660,0.039631717,1.106149
cell_02661,0.20112069,0.53606194
cell_02662,0.14030215,0.42467144
cell_02663,0.063996665,0.3377729
cell_02664,0.31947663,0.60878474
cell_02665,0.7877302,1.3792441
cell_02666,0.1151318,1.3679237
cell_02667,0.11142252,0.067566976
cell_02668,0.12426402,1.0995628
cell_02669,0.2698217,0.82852125
cell_02670,0.20220713,1.1928203
cell_02671,0.013961117,0.94097495
cell_02672,0.2765023,0.5738308
cell_02673,0.99629444,1.1220362
cell_02674,0.33648643,0.6247914
cell_02675,0.21125904,0.8554324
cell_02676,0.49571392,1.043181
cell_02677,0.22936846,1.1757118
cell_02678,0.5596452,1.1157516
cell_02679,0.40065584,0.39115638
cell_02680,0.89684135,1.097454
cell_02681,0.92791927,1.0343567
cell_02682,0.7130613,0.19569254
cell_02683,0.21569425,0.71281654
cell_02684,0.47389856,0.35060522
cell_02685,0.30542317,0.8661826
cell_02686,0.7982775,0.3281763
cell_02687,0.02917411,0.7876894
cell_02688,0.6624917,0.3463671
cell_02689,0.32322684,1.0427606
cell_02690,0.4810046,1.3444988
cell_02691,0.32299498,0.8177932
cell_02692,0.36479002,1.3752556
cell_02693,0.67436266,1.1490641
cell_02694,0.59549433,1.1968206
cell_02695,0.24408925,0.22111736
cell_02696,0.04363763,1.4671806
cell_02697,0.8560218,0.07949183
cell_02698,0.49230668,1.0845938
cell_02699,0.61873025,1.2681671
cell_02700,0.48849928,0.8238414
cell_02701,0.61894023,1.0765638
cell_02702,0.6269725,1.0378513
cell_02703,0.015040536,1.1183226
cell_02704,0.5332591,0.99576765
cell_02705,0.502108,0.57241017
cell_02706,0.095817514,1.268506
cell_02707,0.74588186,0.33137003
cell_02708,0.23585936,0.30131933
cell_02709,0.05452535,1.3728257
cell_02710,0.803159,1.6169235
cell_02711,0.86513174,0.3400207
cell_02712,0.24069476,0.41053882
cell_02713,0.68754554,0.19103082
cell_02714,0.0049506743,1.1595064
cell_02715,0.72115,0.31379712
cell_02716,0.46482044,0.942135
cell_02717,0.7924831,1.6894028
cell_02718,0.39303398,0.081104904
cell_02719,0.35107574,0.94875884
cell_02720,0.84078485,1.093199
cell_02721,0.038646698,1.0989577
cell_02722,0.18716499,0.58422166
cell_02723,0.41212887,0.76863194
cell_02724,0.59633815,0.2390288
cell_02725,0.005112513,1.1459502
cell_02726,0.5751477,1.5004234
cell_02727,0.37849253,0.13073835
cell_02728,0.630002,0.73520684
cell_02729,0.90697384,1.2330589
cell_02730,0.440872,0.038345538
cell_02731,0.55457866,0.32475004
cell_02732,0.46278992,0.7784924
cell_02733,0.118522,0.3421987
cell_02734,0.793113,0.2568828
cell_02735,0.88519573,0.796119
cell_02736,0.8114666,0.28573555
cell_02737,0.94759655,0.7605405
cell_02738,0.46802852,1.3034419
cell_02739,0.65232176,0.80214876
cell_02740,0.1683416,0.11329206
cell_02741,0.97680813,1.08374
cell_02742,0.58055407,0.1926112
cell_02743,0.2616631,1.2182775
cell_02744,0.80537426,0.35541126
cell_02745,0.5864911,1.2406671
cell_02746,0.94967496,0.25179124
cell_02747,0.7699774,0.18715921
cell_02748,0.8772648,0.81143737
cell_02749,0.54665,0.060016748
cell_02750,0.5173084,0.19291689
cell_02751,0.7573265,1.1128665
cell_02752,0.105013974,1.407264
cell_02753,0.05403159,0.14367041
cell_02754,0.98370224,1.4443216
cell_02755,0.9162955,1.4344115
cell_02756,0.95566094,1.1324342
cell_02757,0.062364064,0.9539963
cell_02758,0.2693014,1.2516569
cell_02759,0.90154237,0.88376516
cell_02760,0.08947958,1.1380006
cell_02761,0.45143452,1.3711163
cell_02762,0.34129137,0.12311261
cell_02763,0.8798505,0.39020702
cell_02764,0.5180761,0.074610114
cell_02765,0.2903742,1.5930194
cell_02766,0.5243012,0.58411855
cell_02767,0.112446204,0.9528959
cell_02768,0.7312027,1.0332742
cell_02769,0.6183376,1.2853626
cell_02770,0.6007088,0.098878324
cell_02771,0.43784437,1.2706846
cell_02772,0.29424414,1.3031051
cell_02773,0.065380655,0.06372441
cell_02774,0.9470325,1.0619088
cell_02775,0.4165539,1.0660713
cell_02776,0.4959217,1.1809804
cell_02777,0.37576675,0.875733
cell_02778,0.98787737,0.3481179
cell_02779,0.796172,0.17321177
cell_02780,0.095760226,0.16545875
cell_02781,0.60817504,0.02736139
cell_02782,0.48463458,1.3158373
cell_02783,0.793352,0.60999537
cell_02784,0.997316,0.2459747
cell_02785,0.74430674,1.4214174
cell_02786,0.86492884,0.7602984
cell_02787,0.5026355,0.8451906
cell_02788,0.37359798,1.2114141
cell_02789,0.6432797,0.5056189
cell_02790,0.74941844,1.2282665
cell_02791,0.22753394,0.0959512
cell_02792,0.50338745,0.91757447
cell_02793,0.11379099,1.5154692
cell_02794,0.21635282,1.0559732
cell_02795,0.8818589,0.68230397
cell_02796,0.14473198,1.3610218
cell_02797,0.81134826,0.6516889
cell_02798,0.37259576,1.3985155
cell_02799,0.66352135,1.2276516
cell_02800,0.91032636,1.2326081
cell_02801,0.7808987,0.87528276
cell_02802,0.82594115,0.076230764
cell_02803,0.26114908,1.0388433
cell_02804,0.3616746,0.15725091
cell_02805,0.732792,0.26071304
cell_02806,0.7772346,0.43729293
cell_02807,0.7900523,0.9233658
cell_02808,0.74010795,0.2520493
cell_02809,0.2316226,0.17875685
cell_02810,0.28908664,0.0680307
cell_02811,0.942041,1.5975542
cell_02812,0.55386037,1.216084
cell_02813,0.7544504,-0.025952369
cell_02814,0.59919566,0.0025125812
cell_02815,0.92450184,0.99664587
cell_02816,0.8687818,0.3013251
cell_02817,0.2613748,0.8505074
cell_02818,0.8847095,0.9760539
cell_02819,0.30003935,1.1841607
cell_02820,0.44098046,0.3051734
cell_02821,0.8512336,1.317889
cell_02822,0.32401907,0.108186625
cell_02823,0.29077193,1.2624894
cell_02824,0.6686568,1.1593633
cell_02825,0.99967635,0.8719895
cell_02826,0.13105698,0.9476452
cell_02827,0.70106065,0.23999105
cell_02828,0.52695537,1.4755746
cell_02829,0.4106175,1.4190481
cell_02830,0.74985874,0.19917127
cell_02831,0.55483633,0.91522425
cell_02832,0.79781115,1.2018597
cell_02833,0.7438539,1.4249829
cell_02834,0.985119,0.8588689
cell_02835,0.8108658,1.1628145
cell_02836,0.0667998,0.74903935
cell_02837,0.7795793,0.470737
cell_02838,0.6497032,0.5152312
cell_02839,0.08979035,0.13988951
cell_02840,0.60548925,1.1044513
cell_02841,0.7508036,0.5386923
cell_02842,0.19719452,1.1057569
cell_02843,0.43491164,0.2644615
cell_02844,0.5424863,0.21130748
cell_02845,0.41315272,1.3362651
cell_02846,0.8760048,0.35708377
cell_02847,0.1689032,0.05921023
cell_02848,0.77155554,1.0048915
cell_02849,0.7780912,0.73758817
cell_02850,0.44802997,0.5885173
cell_02851,0.539478,0.5790453
cell_02852,0.15356246,1.1620202
cell_02853,0.19515757,0.4539262
cell_02854,0.5316648,0.9304138
cell_02855,0.22468078,1.2519633
cell_02856,0.8064654,0.8571544
cell_02857,0.6162181,0.46251422
cell_02858,0.056578677,0.8753054
cell_02859,0.35787666,1.2350192
cell_02860,0.8584259,0.44358245
cell_02861,0.27744403,0.7486169
cell_02862,0.71971786,0.41283333
cell_02863,0.093800135,0.1292352
cell_02864,0.93053365,0.7952933
cell_02865,0.44934568,0.22491217
cell_02866,0.49156564,0.636513
cell_02867,0.5698301,0.9778236
cell_02868,0.36343235,1.0704197
cell_02869,0.7252853,0.035589837
cell_02870,0.014583565,1.2260096
cell_02871,0.16220427,0.8864288
cell_02872,0.18882091,-0.039533608
cell_02873,0.63534015,0.2988197
cell_02874,0.8906008,0.14898604
cell_02875,0.063639745,0.28097925
cell_02876,0.8524586,0.39318642
cell_02877,0.8195136,0.93352556
cell_02878,0.07662566,0.8767181
cell_02879,0.14322843,0.057287283
cell_02880,0.35004532,0.22665304
cell_02881,0.11466961,0.111223124
cell_02882,0.7582861,0.6947002
cell_02883,0.5040693,0.44581354
cell_02884,0.4107646,0.808337
cell_02885,0.72494763,0.28566742
cell_02886,0.29289538,-0.019988071
cell_02887,0.8715314,1.2275971
cell_02888,0.6539667,0.13759334
cell_02889,0.3465053,0.09516172
cell_02890,0.5398727,0.11074017
cell_02891,0.25944847,1.4514054
cell_02892,0.98498076,0.77655476
cell_02893,0.43560433,0.8291974
cell_02894,0.8967742,1.5671691
cell_02895,0.9780204,0.13950685
cell_02896,0.53579247,1.1763973
cell_02897,0.72999555,0.20974872
cell_02898,0.5722468,0.7957536
cell_02899,0.091567636,0.90598184
cell_02900,0.952418,0.60912615
cell_02901,0.45663646,1.5558054
cell_02902,0.8940631,0.11252165
cell_02903,0.6556053,1.8003091
cell_02904,0.10519089,1.1014286
cell_02905,0.41705298,0.9505485
cell_02906,0.19584815,1.3107072
cell_02907,0.16985987,0.04659855
cell_02908,0.7150887,1.4272269
cell_02909,0.030019987,1.0405303
cell_02910,0.96614057,1.2049071
cell_02911,0.44992337,0.23438579
cell_02912,0.4897577,0.7360792
cell_02913,0.2994289,0.788384
cell_02914,0.085616075,0.6502463
cell_02915,0.58824265,0.26354334
cell_02916,0.3447545,0.24880387
cell_02917,0.6240726,1.098709
cell_02918,0.5557698,-0.014728896
cell_02919,0.21691085,0.82893157
cell_02920,0.46165392,1.7832558
cell_02921,0.308063,0.005100014
cell_02922,0.23972408,0.22424264
cell_02923,0.76970434,0.81429684
cell_02924,0.011906592,0.10272537
cell_02925,0.26888287,1.0476559
cell_02926,0.53108567,1.4395113
cell_02927,0.47614598,0.82972395
cell_02928,0.94016534,0.6088051
cell_02929,0.8436575,1.2208892
cell_02930,0.75160265,0.8379561
cell_02931,0.51407814,0.21346913
cell_02932,0.42890674,0.8945205
cell_02933,0.03656957,1.5182726
cell_02934,0.82166827,1.147954
cell_02935,0.4307129,1.1340977
cell_02936,0.3209674,0.49041364
cell_02937,0.6066344,-0.03323848
cell_02938,0.7541378,0.31796128
cell_02939,0.5230513,0.061171673
cell_02940,0.14958318,1.7731472
cell_02941,0.9216465,0.31338322
cell_02942,0.11284949,1.1805595
cell_02943,0.96957165,0.13378176
cell_02944,0.4424771,0.34700948
cell_02945,0.9466232,0.95977014
cell_02946,0.9146498,0.32739854
cell_02947,0.40626726,1.3122593
cell_02948,0.8000253,1.4868122
cell_02949,0.08977253,1.462948
cell_02950,0.08273427,0.24385574
cell_02951,0.3559566,1.3001428
cell_02952,0.6097851,0.17914677
cell_02953,0.00932107,1.6100999
cell_02954,0.5151751,0.8126044
cell_02955,0.9756469,0.385999
cell_02956,0.8584454,0.18131435
cell_02957,0.23247062,0.0627509
cell_02958,0.5280688,0.30741638
cell_02959,0.17140877,1.5070162
cell_02960,0.26326016,1.1068852
cell_02961,0.9230008,1.4139419
cell_02962,0.9977781,0.13643596
cell_02963,0.24256098,1.0144758
cell_02964,0.21206787,0.30113158
cell_02965,0.38385934,1.1857324
cell_02966,0.44585642,0.33961385
cell_02967,0.089248665,0.30439487
cell_02968,0.14770867,0.7646331
cell_02969,0.42482728,0.22765082
cell_02970,0.23542057,0.8730866
cell_02971,0.84493476,0.92833275
cell_02972,0.75154656,0.04497036
cell_02973,0.53633845,1.1491444
cell_02974,0.43262932,0.70476514
cell_02975,0.8309878,1.6089027
cell_02976,0.16599534,0.8972115
cell_02977,0.8873879,1.4089783
cell_02978,0.049077384,0.9757835
cell_02979,0.92339444,1.3880464
cell_02980,0.13881005,0.9917123
cell_02981,0.81209904,0.28956032
cell_02982,0.018045079,0.06317308
cell_02983,0.8150782,1.1241049
cell_02984,0.5840708,0.13506535
cell_02985,0.019034252,0.31855503
cell_02986,0.77420974,0.04040998
cell_02987,0.1015573,0.9816616
cell_02988,0.5399054,0.15828128
cell_02989,0.33200395,1.1370085
cell_02990,0.75916827,1.5077857
cell_02991,0.8532216,1.2704589
cell_02992,0.4642767,0.40329736
cell_02993,0.75794023,0.7206318
cell_02994,0.9166249,0.84877056
cell_02995,0.6892005,0.9545974
cell_02996,0.3219905,0.9527026
cell_02997,0.4633121,0.28261095
cell_02998,0.22999774,1.4208655
cell_02999,0.45840833,0.0990331
cell_03000,0.24589048,1.3031765
cell_03001,0.8072497,0.8253484
cell_03002,0.6099174,0.26735324
cell_03003,0.633246,1.4310127
cell_03004,0.11026329,0.08112244
cell_03005,0.0014603075,1.2603267
cell_03006,0.78918666,1.0116246
cell_03007,0.5423064,0.09189158
cell_03008,0.93155336,0.05868721
cell_03009,0.53723925,1.292056
cell_03010,0.21467853,0.30056947
cell_03011,0.6984766,1.5742702
cell_03012,0.700983,1.1696491
cell_03013,0.0655326,1.4061307
cell_03014,0.6936509,0.33351392
cell_03015,0.21252823,0.9148542
cell_03016,0.25452062,1.5013545
cell_03017,0.031414695,0.18535286
cell_03018,0.6273722,0.38798782
cell_03019,0.7317294,0.33195454
cell_03020,0.23049167,0.8045288
cell_03021,0.79253894,1.1361837
cell_03022,0.76203126,0.6424427
cell_03023,0.4097662,0.8841668
cell_03024,0.06822516,0.36575255
cell_03025,0.28018534,0.10312042
cell_03026,0.16542915,0.32828838
cell_03027,0.95881826,1.1364783
cell_03028,0.81774426,1.3346293
cell_03029,0.07837647,0.5079269
cell_03030,0.51346004,0.9829738
cell_03031,0.26688632,0.1622296
cell_03032,0.032117978,0.37899595
cell_03033,0.32230127,0.37131912
cell_03034,0.12758529,1.424559
cell_03035,0.22273202,0.9497019
cell_03036,0.32654047,0.7657223
cell_03037,0.40889046,-0.00592903
cell_03038,0.46844244,0.13415015
cell_03039,0.5201973,1.0436145
cell_03040,0.37000075,0.6839431
cell_03041,0.49834958,1.0357689
cell_03042,0.41785845,1.132255
cell_03043,0.964439,0.7662779
cell_03044,0.06764087,1.3800097
cell_03045,0.5859513,1.2916775
cell_03046,0.19364718,0.741628
cell_03047,0.37543786,1.306604
cell_03048,0.5464658,1.3347903
cell_03049,0.75980943,0.2544614
cell_03050,0.9777311,1.1266779
cell_03051,0.49362168,0.08898094
cell_03052,0.2569791,1.2409463
cell_03053,0.7915752,0.99189055
cell_03054,0.22157244,1.2837662
cell_03055,0.5078407,1.028273
cell_03056,0.8467113,1.2586609
cell_03057,0.40379852,0.20614216
cell_03058,0.55697775,0.2721907
cell_03059,0.11955002,0.3213179
cell_03060,0.055967774,1.3206636
cell_03061,0.98628247,0.71457
cell_03062,0.1788957,0.34530047
cell_03063,0.33554903,1.5842168
cell_03064,0.50468487,0.5790519
cell_03065,0.3744716,1.0087676
cell_03066,0.09733906,0.71161014
cell_03067,0.19691412,0.13753347
cell_03068,0.49344766,0.86469024
cell_03069,0.4388016,0.5410368
cell_03070,0.7981939,0.084667735
cell_03071,0.31178796,1.1312675
cell_03072,0.9403151,1.0034778
cell_03073,0.28281036,0.914409
cell_03074,0.33129865,1.6969812
cell_03075,0.94931334,1.3315847
cell_03076,0.84048337,0.39095986
cell_03077,0.31696796,1.319733
cell_03078,0.39528468,1.2640647
cell_03079,0.8422603,0.2687675
cell_03080,0.08608943,0.2608731
cell_03081,0.2946763,0.27350467
cell_03082,0.53155607,1.2501179
cell_03083,0.82890415,1.103251
cell_03084,0.5646167,1.3007911
cell_03085,0.48977885,0.44613796
cell_03086,0.96211755,0.21455257
cell_03087,0.1164104,0.9705129
cell_03088,0.78006595,0.98004276
cell_03089,0.12703486,1.7273461
cell_03090,0.7328274,1.2577736
cell_03091,0.5430896,1.321106
cell_03092,0.2646462,1.6514246
cell_03093,0.5433371,1.3315525
cell_03094,0.8794161,1.1572208
cell_03095,0.47218367,0.0056071235
cell_03096,0.006578566,0.046116926
cell_03097,0.056605607,0.49958807
cell_03098,0.63263696,0.37382156
cell_03099,0.67793155,0.18774357
cell_03100,0.40177488,1.0902711
cell_03101,0.24278039,0.18838456
cell_03102,0.7159666,1.3397541
cell_03103,0.30416116,0.9284156
cell_03104,0.07401159,1.3656355
cell_03105,0.40961054,0.8325144
cell_03106,0.5391386,0.41601267
cell_03107,0.9656288,1.176928
cell_03108,0.59222174,0.20353334
cell_03109,0.20832014,1.2083362
cell_03110,0.8321936,0.36996672
cell_03111,0.291482,0.3034743
cell_03112,0.95927817,1.466043
cell_03113,0.32531226,0.8721528
cell_03114,0.90951794,0.57366955
cell_03115,0.878954,0.7000168
cell_03116,0.86399275,0.16937245
cell_03117,0.03938528,1.104446
cell_03118,0.84986997,0.26816708
