,pseudotime,branch_gate,lineage,branch_index,batch,library_size_factor,cell_cycle_score,stress_score,spatial_x,spatial_y
cell_03477,0.909051,0.99998605,Microglia,4,Batch_1,1.0261555,0.0044356016,0.6475008,0.14072287,1.6043792
cell_03478,0.93211025,0.99999124,Inhibitory_Neuron,1,Batch_1,1.1540271,0.0017821142,0.70670855,0.32050103,1.2369763
cell_03479,0.5642962,0.9864259,Oligodendrocyte,3,Batch_1,1.175832,1.3162147,0.8679903,0.8689167,1.0475228
cell_03480,0.44214857,0.8632997,Astrocyte,2,Batch_2,0.8467753,2.4968276,0.82662535,0.80522573,0.78792465
cell_03481,0.7052401,0.99917954,Microglia,4,Batch_3,0.6804751,0.35584834,0.6545931,0.101654135,1.2834514
cell_03482,0.8383236,0.99994266,Astrocyte,2,Batch_3,1.1620915,0.06326289,0.85448414,0.08780851,1.2267376
cell_03483,0.56298226,0.9860695,Inhibitory_Neuron,1,Batch_2,0.9234933,0.7700589,0.6512631,0.4929512,0.8121348
cell_03484,0.69998103,0.9990886,Oligodendrocyte,3,Batch_2,1.0034567,0.0121694105,0.6084772,0.2773822,1.1787205
cell_03485,0.74972934,0.9996628,Microglia,4,Batch_3,1.0031663,0.08129421,0.74395704,0.82342577,1.3062043
cell_03486,0.67639375,0.99854004,Astrocyte,2,Batch_2,0.61202294,0.5409401,0.6423607,0.48618117,1.066417
cell_03487,0.74613357,0.9996377,OPC,5,Batch_2,0.99619627,0.15608704,0.748963,0.85270774,1.537162
cell_03488,0.20864533,0.05587754,NPC,-1,Batch_1,1.1506878,2.1762836,0.6638736,0.10819882,0.30380112
cell_03489,0.49837455,0.95108366,Microglia,4,Batch_1,1.0008833,0.15856655,0.81830764,0.9700771,1.104665
cell_03490,0.5882686,0.99155223,Excitatory_Neuron,0,Batch_1,1.2376999,1.030943,0.8817244,0.76710135,0.7468376
cell_03491,0.0024779309,0.00095729483,NPC,-1,Batch_1,0.9507293,0.432034,0.60812366,0.73187655,0.05234897
cell_03492,0.8559625,0.9999597,Microglia,4,Batch_3,0.9192739,0.048281174,0.70400405,0.9402162,1.5111378
cell_03493,0.6100245,0.9945164,Oligodendrocyte,3,Batch_3,1.0730472,0.15161917,0.789773,0.47030273,0.98608357
cell_03494,0.12913634,0.011923212,NPC,-1,Batch_1,1.0008422,0.854094,0.56340766,0.14888892,0.21295266
cell_03495,0.8163571,0.999911,Astrocyte,2,Batch_3,1.521988,0.078070514,0.8183625,0.49690074,1.1749625
cell_03496,0.717057,0.9993521,Astrocyte,2,Batch_3,0.95073694,0.04408243,0.7331888,0.8152238,1.0439246
cell_03497,0.7582995,0.9997159,Microglia,4,Batch_2,1.0560479,0.0017973289,0.55989623,0.85954297,1.334789
cell_03498,0.39204246,0.69864404,Oligodendrocyte,3,Batch_2,1.001066,2.2462995,0.8472918,0.48854572,0.95467985
cell_03499,0.8542025,0.9999583,Astrocyte,2,Batch_1,1.0411359,0.01707265,0.6706805,0.73230225,1.2870704
cell_03500,0.41402757,0.78254366,Excitatory_Neuron,0,Batch_1,0.812721,0.8864978,0.5706477,0.2469527,0.44475228
cell_03501,0.57050914,0.98799294,Astrocyte,2,Batch_1,0.8755738,0.08170532,0.57815856,0.23054704,0.89044017
cell_03502,0.0006423037,0.00092281925,NPC,-1,Batch_3,1.2752017,0.0208466,0.81420255,0.58625954,0.00073451566
cell_03503,0.64487314,0.9972611,OPC,5,Batch_2,1.153228,0.59754616,0.8742865,0.42175117,1.400968
cell_03504,0.71817577,0.99936646,Oligodendrocyte,3,Batch_1,0.8782385,0.019271968,0.65129995,0.1610524,1.2357756
cell_03505,0.56710935,0.987159,Excitatory_Neuron,0,Batch_1,1.0853226,0.3489227,0.5315312,0.7613625,0.6341009
cell_03506,0.49655882,0.9493663,OPC,5,Batch_2,0.9409512,2.0740924,0.5403292,0.53214747,1.2117279
cell_03507,0.80993646,0.99989885,Microglia,4,Batch_1,1.1074388,0.08634695,0.7617914,0.5203923,1.4213644
cell_03508,0.6813727,0.9986782,Astrocyte,2,Batch_1,1.1059331,0.28971225,0.6483007,0.18930952,1.109993
cell_03509,0.27807403,0.19177476,NPC,-1,Batch_1,0.96093935,1.233131,0.6704526,0.24114063,0.33650368
cell_03510,0.95907336,0.9999949,Excitatory_Neuron,0,Batch_3,0.95401067,0.0054600392,0.634819,0.6927079,1.1129214
cell_03511,0.70726717,0.9992121,Astrocyte,2,Batch_2,1.068216,0.20138867,0.6862154,0.8519031,1.1231683
cell_03512,0.98793894,0.99999714,Excitatory_Neuron,0,Batch_1,1.1101956,0.003069812,0.75741976,0.17721215,1.2046889
cell_03513,0.9712613,0.999996,Inhibitory_Neuron,1,Batch_2,1.1214321,0.0013793176,0.71645564,0.81234574,1.2617702
cell_03514,0.9189097,0.99998856,Oligodendrocyte,3,Batch_1,0.910544,0.010970402,0.5656966,0.7880952,1.4991963
cell_03515,0.7553716,0.9996988,OPC,5,Batch_1,0.8046797,0.06516951,0.69651544,0.81491184,1.5379018
cell_03516,0.60942936,0.9944511,Inhibitory_Neuron,1,Batch_1,1.003874,0.9809821,0.6842452,0.58174384,0.91140634
cell_03517,0.17217067,0.027744345,NPC,-1,Batch_2,1.3099656,0.052131627,0.7182949,0.35184202,0.24211173
cell_03518,0.5433514,0.9795083,Microglia,4,Batch_1,0.80256724,0.4707165,0.544268,0.77102095,1.1213243
cell_03519,0.7653765,0.9997534,OPC,5,Batch_2,1.0550245,0.15040399,0.56141084,0.47994542,1.4339254
cell_03520,0.52085716,0.968236,Excitatory_Neuron,0,Batch_1,0.970133,1.696293,0.71209764,0.22186407,0.6343609
cell_03521,0.8682391,0.99996847,Excitatory_Neuron,0,Batch_3,1.043621,0.026059803,0.610174,0.40238675,1.0589771
cell_03522,0.1096559,0.008107043,NPC,-1,Batch_2,0.99701047,0.025444057,0.75161266,0.45771685,0.13414693
cell_03523,0.38094035,0.64994717,Oligodendrocyte,3,Batch_1,1.2553236,0.00064326054,0.64910054,0.50534517,0.6665847
cell_03524,0.5059644,0.9576814,Oligodendrocyte,3,Batch_2,1.0468833,1.647264,0.5882939,0.8975636,1.0010988
cell_03525,0.4323253,0.83841825,Inhibitory_Neuron,1,Batch_1,1.4276799,2.0488288,0.7625579,0.411165,0.59318787
cell_03526,0.10858655,0.0079368595,NPC,-1,Batch_1,0.86082727,0.041063108,0.6575631,0.2848108,0.16459
cell_03527,0.15352829,0.019275928,NPC,-1,Batch_3,0.79754686,0.27499336,0.56304497,0.962348,0.26926818
cell_03528,0.8376173,0.9999418,Oligodendrocyte,3,Batch_2,1.0074863,0.0005088452,0.8235236,0.24194819,1.3525009
cell_03529,0.48438427,0.93629605,Oligodendrocyte,3,Batch_1,1.128002,1.2705134,0.6727035,0.01111629,0.9631853
cell_03530,0.048722427,0.0024103946,NPC,-1,Batch_2,1.0366632,0.24034251,0.86602813,0.84982103,0.0601058
cell_03531,0.016491259,0.0012665708,NPC,-1,Batch_1,1.0619063,0.00300295,0.5773604,0.9544458,0.04606869
cell_03532,0.4734754,0.9219764,Oligodendrocyte,3,Batch_1,1.1552246,0.23708954,0.8505401,0.68213195,0.93334275
cell_03533,0.16437873,0.023836188,NPC,-1,Batch_2,1.3690364,0.8115215,0.826364,0.40764967,0.17140545
cell_03534,0.7051259,0.99917763,Oligodendrocyte,3,Batch_1,1.466234,0.39752465,0.5415663,0.5437547,1.160904
cell_03535,0.7953235,0.9998645,Excitatory_Neuron,0,Batch_1,0.7880862,0.050197437,0.71267253,0.83200157,1.0339115
cell_03536,0.22829671,0.080611624,NPC,-1,Batch_1,1.0532148,1.7473842,0.7614731,0.88534033,0.2958837
cell_03537,0.592177,0.9921825,Excitatory_Neuron,0,Batch_2,1.1496038,1.1421084,0.6981929,0.10252589,0.7521381
cell_03538,0.15444465,0.019625457,NPC,-1,Batch_3,1.2404393,1.4573733,0.6561052,0.8679967,0.20528671
cell_03539,0.30358264,0.2832602,NPC,-1,Batch_2,0.9920879,1.3082292,0.87753683,0.6173498,0.41308758
cell_03540,0.8887955,0.9999791,Excitatory_Neuron,0,Batch_1,0.86520314,0.0059233983,0.78032833,0.032278553,1.0217562
cell_03541,0.5440981,0.9798058,OPC,5,Batch_2,0.8801153,0.3261198,0.88634795,0.108485706,1.2570767
cell_03542,0.8858887,0.9999778,OPC,5,Batch_1,0.9095026,0.026403334,0.8384921,0.045534212,1.6883408
cell_03543,0.2252478,0.07620635,NPC,-1,Batch_2,1.3617842,2.1715045,0.82685256,0.94855857,0.33493084
cell_03544,0.33002433,0.40142933,NPC,-1,Batch_1,0.84360343,2.9776003,0.7902529,0.4265179,0.529683
cell_03545,0.47095215,0.9182679,Microglia,4,Batch_3,1.2162824,2.0704532,0.7584317,0.71561563,1.0655185
cell_03546,0.48008007,0.9309646,Excitatory_Neuron,0,Batch_2,1.2728527,0.81308794,0.85474485,0.0017173414,0.54304105
cell_03547,0.99764794,0.9999976,Astrocyte,2,Batch_2,0.77435714,0.00360586,0.7453639,0.79317194,1.3773954
cell_03548,0.11444532,0.008914747,NPC,-1,Batch_2,1.5642984,0.13668303,0.53011537,0.4820354,0.09209365
cell_03549,0.851965,0.99995637,Excitatory_Neuron,0,Batch_2,0.9952235,0.010069296,0.73302543,0.92360264,0.98365206
cell_03550,0.86368203,0.9999655,Inhibitory_Neuron,1,Batch_3,0.6981414,0.024265718,0.54113406,0.5208975,1.0113643
cell_03551,0.55319864,0.98310953,Inhibitory_Neuron,1,Batch_3,1.1836299,1.5483097,0.87972045,0.7888001,0.7500556
cell_03552,0.34403718,0.47022113,NPC,-1,Batch_1,0.9599865,1.4810064,0.7586676,0.6294667,0.44868162
cell_03553,0.51922613,0.96721727,Microglia,4,Batch_1,1.4526312,0.042399887,0.7222585,0.52053845,1.1068413
cell_03554,0.2924677,0.24037112,NPC,-1,Batch_2,0.9819702,1.9062963,0.57912844,0.9482442,0.33803
cell_03555,0.79910743,0.99987435,Excitatory_Neuron,0,Batch_3,1.0873455,0.0016302023,0.7063068,0.4955992,0.8778313
cell_03556,0.49827915,0.95099485,Oligodendrocyte,3,Batch_1,0.87857634,0.3412468,0.6370124,0.89238834,1.0104555
cell_03557,0.92584217,0.99999005,OPC,5,Batch_3,0.9032282,0.011075636,0.7701545,0.03607763,1.7366012
cell_03558,0.62269133,0.9957383,Oligodendrocyte,3,Batch_3,0.9950165,0.22207189,0.7417639,0.65741885,1.106583
cell_03559,0.51431936,0.9639588,Excitatory_Neuron,0,Batch_3,0.902841,0.048239514,0.6997228,0.91166157,0.50705725
cell_03560,0.71106935,0.9992697,OPC,5,Batch_1,1.0345267,0.31243062,0.6010964,0.8992753,1.4287446
cell_03561,0.50393295,0.95600384,Oligodendrocyte,3,Batch_1,0.61164707,1.8403187,0.7102972,0.48505363,0.9864055
cell_03562,0.9045063,0.99998474,Astrocyte,2,Batch_3,0.84211886,0.017869258,0.68467873,0.47209716,1.3239793
cell_03563,0.18444596,0.035193004,NPC,-1,Batch_2,1.246336,0.66918683,0.8405064,0.81051344,0.23093206
cell_03564,0.9733487,0.9999961,Oligodendrocyte,3,Batch_1,0.98766774,0.005094108,0.8577349,0.3350159,1.5622908
cell_03565,0.81219053,0.9999033,Microglia,4,Batch_1,1.2307758,0.07760455,0.8036997,0.93716145,1.4623656
cell_03566,0.8607334,0.99996334,Astrocyte,2,Batch_1,0.8990207,0.00075267535,0.62785596,0.2506841,1.3053638
cell_03567,0.48290783,0.93451196,Astrocyte,2,Batch_2,1.1631768,1.8734045,0.5152358,0.074397825,0.7773119
cell_03568,0.83720154,0.99994135,Astrocyte,2,Batch_1,0.896424,0.012229056,0.8701344,0.77192396,1.1835033
cell_03569,0.30677408,0.2963962,NPC,-1,Batch_1,1.0428478,0.13147812,0.8968049,0.40472427,0.39199692
cell_03570,0.76194817,0.9997359,Excitatory_Neuron,0,Batch_1,0.9656315,0.16449468,0.5508083,0.35577738,0.94845825
cell_03571,0.14045016,0.014905654,NPC,-1,Batch_1,0.9011844,0.9071965,0.7742464,0.32090995,0.19448888
cell_03572,0.30705193,0.29755634,NPC,-1,Batch_1,0.8864286,0.42032295,0.6700586,0.9804422,0.3750416
cell_03573,0.44573265,0.871541,Microglia,4,Batch_1,1.0611726,2.1472719,0.5594082,0.5716767,0.99867713
cell_03574,0.32231972,0.3650283,NPC,-1,Batch_1,1.0244586,1.6832297,0.89924055,0.99191445,0.39733297
cell_03575,0.3870171,0.6770707,Excitatory_Neuron,0,Batch_2,1.0123261,2.9074578,0.87329155,0.343581,0.48338553
cell_03576,0.8201047,0.99991745,Inhibitory_Neuron,1,Batch_1,0.89748234,0.038710922,0.8930436,0.41396925,1.1260905
cell_03577,0.2566759,0.1339493,NPC,-1,Batch_3,0.6249453,2.4168437,0.5575585,0.2117627,0.43836805
cell_03578,0.74528116,0.99963146,Inhibitory_Neuron,1,Batch_2,1.105245,0.0026437943,0.69676983,0.4303641,0.96829724
cell_03579,0.073712066,0.003967046,NPC,-1,Batch_1,0.94914407,0.83361065,0.8583097,0.06200534,0.24975415
cell_03580,0.7657391,0.9997552,Inhibitory_Neuron,1,Batch_1,1.1892879,0.0749571,0.7700634,0.0005578519,0.97604585
cell_03581,0.79202324,0.9998553,Inhibitory_Neuron,1,Batch_2,1.0611697,0.03763552,0.6738407,0.45307347,1.0897113
cell_03582,0.40169877,0.7376859,Oligodendrocyte,3,Batch_3,1.2360977,2.6745467,0.7066777,0.74602395,0.7822964
cell_03583,0.7224778,0.9994186,Inhibitory_Neuron,1,Batch_3,0.9702354,0.26396877,0.51544064,0.43706515,1.0022856
cell_03584,0.9151384,0.99998766,Excitatory_Neuron,0,Batch_3,0.85854566,0.0026539334,0.74460685,0.5180054,1.1472722
cell_03585,0.800713,0.99987835,Microglia,4,Batch_2,0.94656444,0.10090246,0.8438862,0.4456159,1.4424847
cell_03586,0.3904465,0.6918815,OPC,5,Batch_1,0.88802576,2.5946915,0.50111747,0.52680427,1.1171899
cell_03587,0.4842135,0.9360921,Astrocyte,2,Batch_3,0.8839784,0.14700478,0.5639859,0.77560407,0.7998721
cell_03588,0.77935755,0.99981356,Inhibitory_Neuron,1,Batch_1,1.1663138,0.15284452,0.70719606,0.8037863,0.95273584
cell_03589,0.29259458,0.2408348,NPC,-1,Batch_3,0.84992665,0.63554054,0.72438574,0.83805805,0.38244897
cell_03590,0.8038827,0.9998858,Excitatory_Neuron,0,Batch_1,0.9856873,0.110958025,0.63734096,0.21242991,0.96619123
cell_03591,0.32807115,0.39208007,NPC,-1,Batch_1,0.9167106,1.2883148,0.5111738,0.45784447,0.36970466
cell_03592,0.8059906,0.99989057,Excitatory_Neuron,0,Batch_3,0.70053035,0.08951572,0.79744005,0.8310057,0.94666064
cell_03593,0.08680044,0.005147972,NPC,-1,Batch_2,0.9193916,0.87271994,0.59717005,0.94187903,0.12448962
cell_03594,0.0443973,0.0022110946,NPC,-1,Batch_1,1.0238678,0.019900443,0.7578309,0.54298335,0.012550112
cell_03595,0.9976754,0.9999976,Inhibitory_Neuron,1,Batch_1,0.8672489,0.0005685914,0.7236587,0.49299997,1.3359728
cell_03596,0.8694571,0.99996924,OPC,5,Batch_1,1.0609047,0.03263524,0.6723352,0.7645948,1.7027804
cell_03597,0.8828475,0.99997646,Oligodendrocyte,3,Batch_2,1.064591,0.010241392,0.7361158,0.99169433,1.5224205
cell_03598,0.95127994,0.99999404,Inhibitory_Neuron,1,Batch_2,0.89692813,0.0026028499,0.7780155,0.4259322,1.3317623
cell_03599,0.43831632,0.8540002,OPC,5,Batch_1,1.091229,0.45712885,0.72889775,0.16509968,1.1340668
cell_03600,0.28683555,0.22040825,NPC,-1,Batch_1,0.8581273,1.9505106,0.7230102,0.8343068,0.3570859
cell_03601,0.130025,0.012134426,NPC,-1,Batch_2,1.0920506,0.28362456,0.6744311,0.7104252,0.13601756
cell_03602,0.50120914,0.95365477,Inhibitory_Neuron,1,Batch_1,1.0431024,1.9489201,0.6720138,0.14507577,0.6981688
cell_03603,0.22004832,0.06920064,NPC,-1,Batch_2,0.8602584,0.008975951,0.6963864,0.3235093,0.30765957
cell_03604,0.93555087,0.9999918,Inhibitory_Neuron,1,Batch_2,1.5122874,0.0015553911,0.6808312,0.5532234,1.2272855
cell_03605,0.0040031625,0.0009869174,NPC,-1,Batch_2,1.1436309,0.33048838,0.6756098,0.7314656,0.023108777
cell_03606,0.14319673,0.015734108,NPC,-1,Batch_2,0.9699005,0.7049288,0.58414805,0.78064656,0.12371061
cell_03607,0.24647586,0.111999,NPC,-1,Batch_2,1.0020843,2.520096,0.7899352,0.15573137,0.36428666
cell_03608,0.19895671,0.04649208,NPC,-1,Batch_1,1.0411745,1.4969158,0.553181,0.21675067,0.22262523
cell_03609,0.22577843,0.07695684,NPC,-1,Batch_1,0.80650663,2.00094,0.86348414,0.7441225,0.3253331
cell_03610,0.6560476,0.99780846,Inhibitory_Neuron,1,Batch_1,1.0113302,0.1790746,0.7499385,0.116112374,0.87206596
cell_03611,0.3275121,0.3894182,NPC,-1,Batch_2,1.1424762,2.8069932,0.5195603,0.49816024,0.35517898
cell_03612,0.6150244,0.9950356,Excitatory_Neuron,0,Batch_3,0.9684687,0.701051,0.76359946,0.54599214,0.80443084
cell_03613,0.89025795,0.99997973,OPC,5,Batch_2,0.7384656,0.0042228973,0.6446057,0.33935454,1.6370091
cell_03614,0.60255677,0.9936387,Inhibitory_Neuron,1,Batch_2,1.1323602,1.0132912,0.8719059,0.79633623,0.7646731
cell_03615,0.6945328,0.9989838,Oligodendrocyte,3,Batch_2,1.6466126,0.047591176,0.8744302,0.05541581,1.1414423
cell_03616,0.3655033,0.5769014,Inhibitory_Neuron,1,Batch_3,1.1814289,0.21170625,0.83837134,0.7774445,0.6014394
cell_03617,0.15973847,0.021769602,NPC,-1,Batch_2,1.3239392,1.6066482,0.72713953,0.64603275,0.2297172
cell_03618,0.32058406,0.3570207,NPC,-1,Batch_3,1.1175247,2.540875,0.8676711,0.5072176,0.34657583
cell_03619,0.96428263,0.9999954,OPC,5,Batch_3,1.1513319,0.0006458301,0.7599233,0.8723727,1.7255533
cell_03620,0.6218114,0.995663,Oligodendrocyte,3,Batch_1,0.72754335,0.16104542,0.85005164,0.20224644,1.1398245
cell_03621,0.27751112,0.19003579,NPC,-1,Batch_1,0.8662967,0.04839121,0.5640213,0.80077404,0.39880937
cell_03622,0.45091528,0.8827057,Astrocyte,2,Batch_2,0.9514917,0.8724144,0.8616721,0.18777454,0.77765834
cell_03623,0.83551306,0.9999393,Excitatory_Neuron,0,Batch_1,1.0257453,0.05884103,0.7646363,0.9904461,1.0303276
cell_03624,0.66844356,0.99828887,OPC,5,Batch_1,1.1415004,0.5042878,0.6213096,0.03276477,1.4458039
cell_03625,0.56065285,0.9854148,Astrocyte,2,Batch_1,1.0325983,0.98099047,0.8991254,0.55319726,1.0204335
cell_03626,0.8851629,0.9999775,Inhibitory_Neuron,1,Batch_3,0.90111405,0.010168863,0.7747536,0.16801682,1.1244097
cell_03627,0.6724396,0.99842006,Microglia,4,Batch_3,1.0767093,0.2836487,0.8633664,0.40797508,1.2534913
cell_03628,0.64272976,0.9971415,Excitatory_Neuron,0,Batch_1,0.7689213,0.3354145,0.5022342,0.14794667,0.745952
cell_03629,0.18976814,0.038991585,NPC,-1,Batch_3,0.8661326,0.13763821,0.72093534,0.19382545,0.26909798
cell_03630,0.10638868,0.0075981272,NPC,-1,Batch_3,1.1175474,0.050933216,0.785013,0.06098051,0.11507054
cell_03631,0.96514213,0.99999547,Inhibitory_Neuron,1,Batch_1,1.0818064,0.0057995357,0.5054948,0.008003545,1.2937828
cell_03632,0.59885836,0.99315363,Astrocyte,2,Batch_2,0.99387044,0.74781513,0.80502367,0.7193059,0.9647222
cell_03633,0.41568342,0.78812635,Inhibitory_Neuron,1,Batch_1,1.1278536,0.734918,0.7605793,0.45346054,0.618907
cell_03634,0.58902085,0.99167734,Astrocyte,2,Batch_1,0.9764119,1.1673243,0.6099039,0.045592185,0.9521948
cell_03635,0.06181196,0.003129459,NPC,-1,Batch_1,1.4933097,0.7401353,0.77557796,0.9389698,0.12566939
cell_03636,0.8221273,0.9999207,Inhibitory_Neuron,1,Batch_2,1.467911,0.084223226,0.5523604,0.66561013,1.0580235
cell_03637,0.21664554,0.0649435,NPC,-1,Batch_1,0.9507876,0.3280515,0.8296149,0.26427314,0.25255182
cell_03638,0.804546,0.99988735,Excitatory_Neuron,0,Batch_2,0.8400001,0.016363543,0.84649,0.43869513,0.90469134
cell_03639,0.53437847,0.97557855,Excitatory_Neuron,0,Batch_3,0.74395466,0.49932545,0.6941908,0.4892667,0.652582
cell_03640,0.27657202,0.18716162,NPC,-1,Batch_1,0.8771652,2.0259485,0.7029769,0.5699278,0.32210997
cell_03641,0.030209947,0.0016657694,NPC,-1,Batch_2,1.1570309,0.2618919,0.66082174,0.8574503,0.089714095
cell_03642,0.81583333,0.9999101,Excitatory_Neuron,0,Batch_3,0.93549037,0.0929094,0.6381336,0.58990026,0.9787589
cell_03643,0.17646015,0.030154658,NPC,-1,Batch_1,1.0504546,1.6069343,0.8491593,0.97872615,0.18956022
cell_03644,0.051805116,0.0025632884,NPC,-1,Batch_1,1.1538279,0.40032816,0.62194926,0.7268091,0.049830638
cell_03645,0.75587773,0.99970186,OPC,5,Batch_2,1.1105975,0.18621355,0.66114,0.9885172,1.5932245
cell_03646,0.35004324,0.5002161,Astrocyte,2,Batch_3,0.9471953,2.7893937,0.6199665,0.5507491,0.58154786
cell_03647,0.389334,0.68711805,Astrocyte,2,Batch_2,0.9869048,2.8119223,0.7626851,0.6784492,0.675825
cell_03648,0.24706759,0.113181435,NPC,-1,Batch_1,0.92977494,0.8526897,0.82568735,0.7378986,0.29828152
cell_03649,0.8591785,0.9999622,Inhibitory_Neuron,1,Batch_1,0.97056544,0.04624319,0.5657343,0.75474703,1.1191928
cell_03650,0.29732952,0.25857094,NPC,-1,Batch_1,1.6933385,2.5178447,0.601897,0.024429629,0.3813295
cell_03651,0.21019258,0.057532653,NPC,-1,Batch_2,0.91516435,0.65212464,0.5416431,0.12747432,0.24940681
cell_03652,0.30924973,0.3068249,NPC,-1,Batch_1,0.9537118,0.056785718,0.56407356,0.22772239,0.3838989
cell_03653,0.20314957,0.05035413,NPC,-1,Batch_2,1.0270517,1.2974253,0.6627526,0.27149448,0.2496709
cell_03654,0.31765524,0.34368944,NPC,-1,Batch_1,0.74047166,0.0038468943,0.81035054,0.9053682,0.376034
cell_03655,0.08293622,0.004766925,NPC,-1,Batch_1,0.9538585,0.7170635,0.71664715,0.7226032,0.03498228
cell_03656,0.15853003,0.021260817,NPC,-1,Batch_2,1.0409985,0.06905027,0.5213105,0.14328161,0.19904065
cell_03657,0.4170529,0.7926638,Oligodendrocyte,3,Batch_1,0.7497339,0.015160783,0.7500347,0.42635503,0.77229303
cell_03658,0.87946683,0.99997485,Excitatory_Neuron,0,Batch_1,0.84475374,0.016698945,0.8181217,0.24312155,1.0217621
cell_03659,0.057290748,0.0028596707,NPC,-1,Batch_2,1.2413623,0.5338787,0.65738714,0.82986367,0.09320916
cell_03660,0.2126747,0.06028429,NPC,-1,Batch_3,1.0044672,0.21860825,0.59800506,0.91779697,0.31469402
cell_03661,0.9083457,0.9999859,Inhibitory_Neuron,1,Batch_2,0.9011309,0.018009895,0.8055751,0.16429013,1.3274856
cell_03662,0.89001465,0.9999796,Oligodendrocyte,3,Batch_2,0.9397474,0.02262005,0.5095625,0.41657078,1.4066049
cell_03663,0.6794508,0.9986265,Astrocyte,2,Batch_3,1.0034977,0.09710361,0.8262364,0.952837,1.0120847
cell_03664,0.24047355,0.10060423,NPC,-1,Batch_1,0.9846369,1.7453549,0.82170385,0.6570895,0.31468245
cell_03665,0.41981056,0.801582,Microglia,4,Batch_3,0.63566804,0.19321378,0.8551944,0.8680969,1.0772711
cell_03666,0.211221,0.058658134,NPC,-1,Batch_1,1.0005566,2.2023017,0.535792,0.35769373,0.33010244
cell_03667,0.12858851,0.011794821,NPC,-1,Batch_1,0.7910414,0.9464944,0.5431034,0.20970237,0.10255225
cell_03668,0.3799984,0.64564896,OPC,5,Batch_2,1.1166315,2.5309267,0.8491011,0.69130373,1.0489726
cell_03669,0.5758216,0.98919016,Microglia,4,Batch_2,0.8705337,0.004511834,0.6901051,0.13742633,1.2135043
cell_03670,0.35993266,0.5495007,Excitatory_Neuron,0,Batch_1,1.0599048,2.1466632,0.6569354,0.8399019,0.47790477
cell_03671,0.6108245,0.994603,Excitatory_Neuron,0,Batch_3,1.0782626,0.52414924,0.7293174,0.75483716,0.76258254
cell_03672,0.29625472,0.25447136,NPC,-1,Batch_1,1.176992,0.0058101946,0.5234332,0.30490664,0.33306825
cell_03673,0.34585053,0.47926453,NPC,-1,Batch_2,1.2216235,0.68316495,0.75748646,0.49871153,0.4441689
cell_03674,0.7906736,0.9998513,Excitatory_Neuron,0,Batch_3,1.0721563,0.021153046,0.8780333,0.7991939,0.99527586
cell_03675,0.87831473,0.99997425,Microglia,4,Batch_2,1.166735,0.030134825,0.77028793,0.9349103,1.4873767
cell_03676,0.3220341,0.3637052,NPC,-1,Batch_2,0.8162286,2.7676,0.685814,0.35216048,0.45295268
cell_03677,0.5715158,0.98822945,OPC,5,Batch_1,1.0228267,1.2283067,0.8843524,0.7899918,1.3354169
cell_03678,0.27816227,0.19204846,NPC,-1,Batch_2,1.3606398,1.9463868,0.77540654,0.19446708,0.29669666
cell_03679,0.053334642,0.002642702,NPC,-1,Batch_2,1.2828902,0.404755,0.5227842,0.90354013,0.11024706
cell_03680,0.73785716,0.9995725,OPC,5,Batch_2,0.9046396,0.26940158,0.7680186,0.68625003,1.5260843
cell_03681,0.17100349,0.027121555,NPC,-1,Batch_2,1.077692,1.5096464,0.52387834,0.15273932,0.24776182
cell_03682,0.42571253,0.8196903,Inhibitory_Neuron,1,Batch_2,0.89774364,0.56406933,0.62289196,0.73982894,0.7096537
cell_03683,0.4870455,0.93939793,Microglia,4,Batch_2,1.0223941,0.49042577,0.7462734,0.7240577,1.0639315
cell_03684,0.18447158,0.03521041,NPC,-1,Batch_1,0.994821,0.73040175,0.58624643,0.7422975,0.23794197
cell_03685,0.09455535,0.0060064727,NPC,-1,Batch_1,0.82634276,0.5948916,0.51527566,0.34487742,-0.018469991
cell_03686,0.348013,0.49006638,NPC,-1,Batch_2,1.3335956,2.9566054,0.7471815,0.7398003,0.47340676
cell_03687,0.9522859,0.99999416,Astrocyte,2,Batch_3,0.924696,0.0009308576,0.6143429,0.82657003,1.4337224
cell_03688,0.6151356,0.99504656,Microglia,4,Batch_3,1.0266954,0.3522156,0.71318567,0.3471289,1.2859644
cell_03689,0.38141024,0.65208226,Astrocyte,2,Batch_3,1.0105274,2.726838,0.6044582,0.20795767,0.6508583
cell_03690,0.03891082,0.0019817653,NPC,-1,Batch_2,0.89761406,0.42782408,0.77457154,0.8878799,0.09479526
cell_03691,0.6002733,0.9933434,Excitatory_Neuron,0,Batch_2,0.887299,1.0649801,0.85828054,0.62069404,0.7712654
cell_03692,0.09225764,0.0057382444,NPC,-1,Batch_2,1.0638454,0.45459202,0.53462595,0.46038717,0.07816334
cell_03693,0.54254407,0.97918165,Excitatory_Neuron,0,Batch_3,0.8177942,1.3018566,0.81452745,0.87974393,0.7038511
cell_03694,0.7519505,0.9996775,OPC,5,Batch_3,1.0982282,0.10628379,0.562438,0.13600564,1.5254927
cell_03695,0.42358536,0.8133167,Inhibitory_Neuron,1,Batch_2,0.9373078,1.3804675,0.63176394,0.8105846,0.54340184
cell_03696,0.2994115,0.26663357,NPC,-1,Batch_1,1.1406105,2.8025525,0.6429461,0.49082127,0.38851783
